model,t50_improvement,t100_raw_frame_improvement,hard_failure_improvement,easy_degradation,harm_over_fallback,selector_regret,switch_rate
global_strongest_baseline,0.0,0.0,0.0,0.0,0.0,6.843624861162603,0.0
per_sample_oracle_diagnostic,0.28514585054605435,0.26139500520054093,0.26450191673026036,0.0,-6.843624861162603,0.0,0.87085
stage24_validation_selected_selector,-0.4326497359356306,,0.0,11.328798263207801,,29.636850896714925,
regret_selector,0.013572603215101897,0.012845981057917899,0.010929538646649695,0.00965540295110423,-0.28119418047189715,6.562430680690706,0.01625
soft_label_selector,0.0,0.0,0.0,0.0,0.0,6.843624861162603,0.0
hierarchical_selector,0.0,-0.0732799400986559,-0.04033633626436628,0.06838411422733626,1.0377696063661574,7.881394467528761,0.11552
failure_assisted_selector,0.010378353851759892,0.007761184588709447,0.007118169738036806,0.009405263004718556,-0.18313562636613845,6.660489234796464,0.00688
conservative_fallback_selector:regret_selector,0.013572603215101897,0.012845981057917899,0.010929538646649695,0.00965540295110423,-0.28119418047189715,6.562430680690706,0.01625
BPSG-MA_v1_fallback,0.0,0.0,0.0,0.0,0.0,6.843624861162603,0.0
